,id,Wave,Answer,Repeater,Course,Group,Sex,outlier_type,outlier
5052,244.0,j,1,0.0,4,403,0,0,0
5602,244.0,k,1,0.0,4,403,0,0,0
102,245.0,a,1,0.0,1,103,0,0,0
458,245.0,b,1,0.0,1,103,0,0,0
962,245.0,c,1,0.0,2,203,0,0,0
1599,245.0,d,1,0.0,2,203,0,0,0
2036,245.0,e,1,0.0,2,203,0,0,0
2703,245.0,f,1,0.0,3,304,0,0,0
3276,245.0,g,1,0.0,3,304,0,0,0
3752,245.0,h,0,0.0,3,304,0,0,0
4429,245.0,i,1,0.0,4,404,0,0,0
5072,245.0,j,1,0.0,4,404,0,0,0
5596,245.0,k,1,0.0,4,404,0,0,0
79,246.0,a,0,0.0,1,104,0,0,0
448,246.0,b,1,0.0,1,104,0,0,0
1044,246.0,c,1,0.0,2,203,0,0,0
1503,246.0,d,1,0.0,2,203,0,0,0
2025,246.0,e,1,0.0,2,203,0,0,0
2587,246.0,f,1,3.0,2,203,0,0,0
3118,246.0,g,0,2.0,2,203,0,0,0
78,247.0,a,1,0.0,1,104,0,0,0
447,247.0,b,1,0.0,1,104,0,0,0
1052,247.0,c,1,0.0,2,205,0,0,0
1586,247.0,d,1,0.0,2,205,0,0,0
2130,247.0,e,1,0.0,2,205,0,0,0
2698,247.0,f,0,0.0,3,304,0,0,0
3208,247.0,g,1,0.0,3,304,0,0,0
3788,247.0,h,0,0.0,3,304,0,0,0
4451,247.0,i,1,0.0,4,403,0,0,0
5000,247.0,j,1,0.0,4,403,0,0,0
5625,247.0,k,1,0.0,4,403,0,0,0
77,248.0,a,1,0.0,1,104,1,0,0
446,248.0,b,1,0.0,1,104,1,0,0
965,248.0,c,1,0.0,2,204,1,0,0
1596,248.0,d,1,0.0,2,204,1,0,0
2032,248.0,e,1,0.0,2,204,1,0,0
2755,248.0,f,1,0.0,3,303,1,0,0
3239,248.0,g,1,0.0,3,303,1,0,0
3799,248.0,h,1,0.0,3,303,1,0,0
4449,248.0,i,1,0.0,4,403,1,0,0
4998,248.0,j,1,0.0,4,403,1,0,0
5627,248.0,k,1,0.0,4,403,1,0,0
76,249.0,a,1,0.0,1,104,1,0,0
445,249.0,b,1,0.0,1,104,1,0,0
1051,249.0,c,1,0.0,2,205,1,0,0
1585,249.0,d,1,0.0,2,205,1,0,0
2129,249.0,e,1,0.0,2,205,1,0,0
2700,249.0,f,1,0.0,3,304,1,0,0
3209,249.0,g,1,0.0,3,304,1,0,0
3787,249.0,h,1,0.0,3,304,1,0,0
4448,249.0,i,1,0.0,4,403,1,0,0
4997,249.0,j,1,0.0,4,403,1,0,0
5649,249.0,k,1,0.0,4,403,1,0,0
75,250.0,a,1,0.0,1,104,0,0,0
444,250.0,b,1,0.0,1,104,0,0,0
1024,250.0,c,1,0.0,2,203,0,0,0
1513,250.0,d,1,0.0,2,203,0,0,0
2018,250.0,e,1,0.0,2,203,0,0,0
2725,250.0,f,1,0.0,3,303,0,0,0
3243,250.0,g,1,0.0,3,303,0,0,0
3765,250.0,h,1,0.0,3,303,0,0,0
4422,250.0,i,1,0.0,4,405,0,0,0
74,251.0,a,1,0.0,1,104,1,0,0
443,251.0,b,1,0.0,1,104,1,0,0
73,252.0,a,1,0.0,1,104,1,0,0
442,252.0,b,1,0.0,1,104,1,0,0
1019,252.0,c,1,0.0,2,203,1,0,0
1508,252.0,d,1,0.0,2,203,1,0,0
2031,252.0,e,1,0.0,2,203,1,0,0
2785,252.0,f,1,0.0,3,305,1,0,0
3297,252.0,g,1,0.0,3,305,1,0,0
3720,252.0,h,1,0.0,3,305,1,0,0
4401,252.0,i,1,0.0,4,404,1,0,0
5036,252.0,j,1,0.0,4,404,1,0,0
5560,252.0,k,1,0.0,4,404,1,0,0
72,253.0,a,1,0.0,1,104,0,0,0
441,253.0,b,1,0.0,1,104,0,0,0
1016,253.0,c,1,0.0,2,203,0,0,0
1505,253.0,d,1,0.0,2,203,0,0,0
2043,253.0,e,1,0.0,2,203,0,0,0
2695,253.0,f,1,0.0,3,303,0,0,0
3246,253.0,g,1,0.0,3,303,0,0,0
3762,253.0,h,1,0.0,3,303,0,0,0
4404,253.0,i,1,0.0,4,404,0,0,0
5034,253.0,j,1,0.0,4,404,0,0,0
5558,253.0,k,1,0.0,4,404,0,0,0
71,254.0,a,1,0.0,1,104,1,0,0
440,254.0,b,1,0.0,1,104,1,0,0
961,254.0,c,1,0.0,2,204,1,0,0
1611,254.0,d,1,0.0,2,204,1,0,0
2118,254.0,e,1,0.0,2,204,1,0,0
2778,254.0,f,1,0.0,3,305,1,0,0
3257,254.0,g,1,0.0,3,305,1,0,0
3726,254.0,h,1,0.0,3,305,1,0,0
4399,254.0,i,1,0.0,4,405,1,0,0
4994,254.0,j,1,0.0,4,405,1,0,0
5580,254.0,k,1,0.0,4,405,1,0,0
6190,254.0,l,1,3.0,4,402,1,0,0
6695,254.0,m,1,2.0,4,402,1,0,0
7285,254.0,n,1,1.0,4,402,1,0,0
70,255.0,a,1,0.0,1,104,1,1,1
450,255.0,b,0,0.0,1,104,1,0,0
69,256.0,a,1,0.0,1,104,1,0,0
439,256.0,b,1,0.0,1,104,1,0,0
919,256.0,c,1,3.0,1,103,1,0,0
1351,256.0,d,1,2.0,1,103,1,0,0
1904,256.0,e,1,1.0,1,103,1,0,0
2610,256.0,f,1,0.0,2,205,1,0,0
3058,256.0,g,1,0.0,2,205,1,0,0
3673,256.0,h,0,0.0,2,205,1,0,0
68,257.0,a,1,0.0,1,104,1,0,0
437,257.0,b,1,0.0,1,104,1,0,0
920,257.0,c,1,3.0,1,103,1,0,0
1350,257.0,d,1,2.0,1,103,1,0,0
1895,257.0,e,1,1.0,1,103,1,0,0
2615,257.0,f,1,0.0,2,204,1,0,0
3125,257.0,g,1,0.0,2,204,1,0,0
3700,257.0,h,1,0.0,2,204,1,0,0
4341,257.0,i,1,0.0,3,334,1,0,0
4858,257.0,j,0,0.0,3,334,1,0,0
5510,257.0,k,1,0.0,3,334,1,0,0
6150,257.0,l,1,0.0,4,434,1,0,0
6708,257.0,m,1,0.0,4,434,1,0,0
7246,257.0,n,1,0.0,4,434,1,0,0
67,258.0,a,1,0.0,1,104,0,0,0
436,258.0,b,1,0.0,1,104,0,0,0
959,258.0,c,0,0.0,2,204,0,0,0
1618,258.0,d,1,0.0,2,204,0,0,0
2109,258.0,e,1,0.0,2,204,0,0,0
2617,258.0,f,1,3.0,2,204,0,0,0
3127,258.0,g,1,2.0,2,204,0,0,0
3698,258.0,h,1,1.0,2,204,0,0,0
4319,258.0,i,1,0.0,3,334,0,0,0
4859,258.0,j,1,0.0,3,334,0,0,0
5433,258.0,k,1,0.0,3,334,0,0,0
66,259.0,a,1,0.0,1,104,1,0,0
435,259.0,b,1,0.0,1,104,1,0,0
1065,259.0,c,1,0.0,2,204,1,0,0
1616,259.0,d,1,0.0,2,204,1,0,0
2107,259.0,e,1,0.0,2,204,1,0,0
2690,259.0,f,1,0.0,3,303,1,0,0
3224,259.0,g,1,0.0,3,303,1,0,0
3757,259.0,h,1,0.0,3,303,1,10,1
4439,259.0,i,1,0.0,4,403,1,10,1
5022,259.0,j,1,0.0,4,403,1,0,0
5635,259.0,k,0,0.0,4,403,1,0,0
6107,259.0,l,0,3.0,4,403,1,0,0
6666,259.0,m,1,2.0,4,403,1,0,0
7253,259.0,n,1,1.0,4,403,1,0,0
65,260.0,a,1,0.0,1,104,0,0,0
434,260.0,b,1,0.0,1,104,0,0,0
1063,260.0,c,1,0.0,2,204,0,0,0
1614,260.0,d,1,0.0,2,204,0,0,0
2105,260.0,e,1,0.0,2,204,0,0,0
2723,260.0,f,1,0.0,3,304,0,0,0
3220,260.0,g,1,0.0,3,304,0,0,0
3777,260.0,h,1,0.0,3,304,0,0,0
4483,260.0,i,1,0.0,4,403,0,0,0
5021,260.0,j,1,0.0,4,403,0,0,0
5634,260.0,k,1,0.0,4,403,0,0,0
64,261.0,a,1,0.0,1,104,0,0,0
433,261.0,b,1,0.0,1,104,0,0,0
1062,261.0,c,1,0.0,2,204,0,0,0
1619,261.0,d,1,0.0,2,204,0,0,0
2110,261.0,e,1,0.0,2,204,0,0,0
2808,261.0,f,1,0.0,3,305,0,0,0
3263,261.0,g,0,0.0,3,305,0,0,0
3749,261.0,h,1,0.0,3,305,0,0,0
4316,261.0,i,0,3.0,3,334,0,0,0
4862,261.0,j,1,2.0,3,334,0,0,0
5454,261.0,k,1,1.0,3,334,0,0,0
6125,261.0,l,1,0.0,4,424,0,0,0
6647,261.0,m,1,0.0,4,424,0,0,0
7322,261.0,n,1,0.0,4,424,0,0,0
109,262.0,a,1,0.0,1,104,0,0,0
432,262.0,b,0,0.0,1,104,0,0,0
1079,262.0,c,0,0.0,2,205,0,0,0
1574,262.0,d,1,0.0,2,205,0,0,0
2091,262.0,e,1,0.0,2,205,0,0,0
2709,262.0,f,1,0.0,3,304,0,0,0
3269,262.0,g,1,0.0,3,304,0,0,0
3774,262.0,h,1,0.0,3,304,0,0,0
4410,262.0,i,1,0.0,4,404,0,0,0
5056,262.0,j,1,0.0,4,404,0,0,0
5552,262.0,k,1,0.0,4,404,0,0,0
110,263.0,a,1,0.0,1,104,1,0,0
431,263.0,b,0,0.0,1,104,1,0,0
1076,263.0,c,1,0.0,2,205,1,0,0
1581,263.0,d,1,0.0,2,205,1,0,0
2094,263.0,e,1,0.0,2,205,1,100,1
2705,263.0,f,1,0.0,3,304,1,1100,1
3274,263.0,g,1,0.0,3,304,1,0,0
3754,263.0,h,1,0.0,3,304,1,0,0
4519,263.0,i,1,0.0,4,405,1,0,0
4983,263.0,j,0,0.0,4,405,1,0,0
5514,263.0,k,1,0.0,4,405,1,0,0
111,264.0,a,1,0.0,1,104,1,0,0
430,264.0,b,1,0.0,1,104,1,0,0
1056,264.0,c,1,0.0,2,204,1,0,0
1607,264.0,d,1,0.0,2,204,1,0,0
2033,264.0,e,1,0.0,2,204,1,0,0
112,265.0,a,1,0.0,1,104,1,0,0
429,265.0,b,1,0.0,1,104,1,0,0
1075,265.0,c,1,0.0,2,205,1,0,0
1580,265.0,d,1,0.0,2,205,1,1,1
2095,265.0,e,1,0.0,2,205,1,1,1
113,266.0,a,1,0.0,1,104,1,0,0
428,266.0,b,1,0.0,1,104,1,0,0
963,266.0,c,1,0.0,2,203,1,0,0
1598,266.0,d,1,0.0,2,203,1,0,0
2035,266.0,e,1,0.0,2,203,1,0,0
2684,266.0,f,1,0.0,3,303,1,0,0
3197,266.0,g,1,0.0,3,303,1,1,1
3770,266.0,h,1,0.0,3,303,1,0,0
4434,266.0,i,1,0.0,4,403,1,0,0
5051,266.0,j,1,0.0,4,403,1,0,0
5638,266.0,k,1,0.0,4,403,1,0,0
114,267.0,a,1,0.0,1,104,1,0,0
438,267.0,b,1,0.0,1,104,1,0,0
1035,267.0,c,1,0.0,2,202,1,0,0
1494,267.0,d,1,0.0,2,202,1,0,0
2067,267.0,e,1,0.0,2,202,1,0,0
2729,267.0,f,1,0.0,3,301,1,0,0
3323,267.0,g,1,0.0,3,301,1,0,0
3845,267.0,h,1,0.0,3,301,1,0,0
4463,267.0,i,1,0.0,4,401,1,0,0
4970,267.0,j,1,0.0,4,401,1,0,0
5533,267.0,k,1,0.0,4,401,1,0,0
115,268.0,a,1,0.0,1,104,0,0,0
451,268.0,b,1,0.0,1,104,0,0,0
1054,268.0,c,1,0.0,2,204,0,0,0
1605,268.0,d,1,0.0,2,204,0,0,0
2132,268.0,e,1,0.0,2,204,0,0,0
2682,268.0,f,1,0.0,3,303,0,0,0
3199,268.0,g,1,0.0,3,303,0,0,0
3796,268.0,h,1,0.0,3,303,0,0,0
4428,268.0,i,1,0.0,4,404,0,0,0
5071,268.0,j,1,0.0,4,404,0,0,0
5595,268.0,k,1,0.0,4,404,0,0,0
55,269.0,a,1,0.0,1,105,0,0,0
529,269.0,b,1,0.0,1,105,0,0,0
985,269.0,c,1,0.0,2,202,0,0,0
1544,269.0,d,1,0.0,2,202,0,0,0
2065,269.0,e,1,0.0,2,202,0,0,0
2751,269.0,f,1,0.0,3,302,0,0,0
3327,269.0,g,1,0.0,3,302,0,0,0
3841,269.0,h,1,0.0,3,302,0,0,0
4465,269.0,i,1,0.0,4,401,0,0,0
4973,269.0,j,1,0.0,4,401,0,0,0
5523,269.0,k,1,0.0,4,401,0,0,0
54,270.0,a,1,0.0,1,105,1,0,0
528,270.0,b,1,0.0,1,105,1,0,0
1050,270.0,c,1,0.0,2,205,1,0,0
1576,270.0,d,1,0.0,2,205,1,0,0
2135,270.0,e,1,0.0,2,205,1,0,0
2722,270.0,f,1,0.0,3,304,1,0,0
3210,270.0,g,1,0.0,3,304,1,0,0
3786,270.0,h,1,0.0,3,304,1,0,0
4432,270.0,i,1,0.0,4,404,1,0,0
5046,270.0,j,1,0.0,4,404,1,0,0
5570,270.0,k,1,0.0,4,404,1,0,0
53,271.0,a,1,0.0,1,105,0,0,0
547,271.0,b,1,0.0,1,105,0,0,0
984,271.0,c,1,0.0,2,202,0,0,0
1543,271.0,d,1,0.0,2,202,0,0,0
2066,271.0,e,1,0.0,2,202,0,0,0
2810,271.0,f,1,0.0,3,301,0,0,0
3303,271.0,g,1,0.0,3,301,0,10,1
3824,271.0,h,1,0.0,3,301,0,0,0
4466,271.0,i,1,0.0,4,401,0,0,0
4974,271.0,j,1,0.0,4,401,0,0,0
5524,271.0,k,1,0.0,4,401,0,0,0
52,272.0,a,1,0.0,1,105,0,0,0
527,272.0,b,1,0.0,1,105,0,0,0
983,272.0,c,1,0.0,2,202,0,0,0
1542,272.0,d,1,0.0,2,202,0,0,0
2080,272.0,e,1,0.0,2,202,0,0,0
2748,272.0,f,1,0.0,3,301,0,0,0
3304,272.0,g,0,0.0,3,301,0,0,0
3823,272.0,h,1,0.0,3,301,0,0,0
4494,272.0,i,1,0.0,4,402,0,0,0
4964,272.0,j,1,0.0,4,402,0,0,0
5548,272.0,k,1,0.0,4,402,0,0,0
51,273.0,a,0,0.0,1,105,0,0,0
526,273.0,b,1,0.0,1,105,0,0,0
967,273.0,c,1,0.0,2,204,0,0,0
1595,273.0,d,1,0.0,2,204,0,0,0
2082,273.0,e,1,0.0,2,204,0,1000,1
2721,273.0,f,1,0.0,3,304,0,0,0
3211,273.0,g,1,0.0,3,304,0,0,0
3785,273.0,h,0,0.0,3,304,0,0,0
4396,273.0,i,1,0.0,4,404,0,0,0
5043,273.0,j,1,0.0,4,404,0,0,0
5567,273.0,k,1,0.0,4,404,0,0,0
6133,273.0,l,0,3.0,4,404,0,0,0
6733,273.0,m,1,2.0,4,404,0,0,0
7259,273.0,n,0,1.0,4,404,0,0,0
50,274.0,a,1,0.0,1,105,1,0,0
525,274.0,b,1,0.0,1,105,1,0,0
1091,274.0,c,1,0.0,2,205,1,100,1
1562,274.0,d,1,0.0,2,205,1,100,1
2122,274.0,e,1,0.0,2,205,1,100,1
2790,274.0,f,1,0.0,3,305,1,100,1
3292,274.0,g,1,0.0,3,305,1,0,0
3725,274.0,h,0,0.0,3,305,1,0,0
4393,274.0,i,1,0.0,4,404,1,0,0
5040,274.0,j,1,0.0,4,404,1,0,0
5564,274.0,k,1,0.0,4,404,1,0,0
49,275.0,a,1,0.0,1,105,1,0,0
524,275.0,b,1,0.0,1,105,1,0,0
1090,275.0,c,1,0.0,2,205,1,0,0
1563,275.0,d,1,0.0,2,205,1,0,0
2121,275.0,e,1,0.0,2,205,1,0,0
2800,275.0,f,1,0.0,3,305,1,0,0
3293,275.0,g,1,0.0,3,305,1,0,0
3724,275.0,h,1,0.0,3,305,1,0,0
4420,275.0,i,0,0.0,4,405,1,0,0
5060,275.0,j,1,0.0,4,405,1,0,0
5584,275.0,k,1,0.0,4,405,1,0,0
48,276.0,a,1,0.0,1,105,0,0,0
523,276.0,b,1,0.0,1,105,0,0,0
992,276.0,c,1,0.0,2,219,0,0,0
1551,276.0,d,1,0.0,2,219,0,0,0
2058,276.0,e,1,0.0,2,219,0,0,0
2801,276.0,f,1,0.0,3,344,0,0,0
3281,276.0,g,1,0.0,3,344,0,0,0
3736,276.0,h,0,0.0,3,344,0,0,0
4490,276.0,i,1,0.0,4,424,0,0,0
5004,276.0,j,1,0.0,4,424,0,0,0
5605,276.0,k,1,0.0,4,424,0,0,0
47,277.0,a,1,0.0,1,105,0,0,0
522,277.0,b,1,0.0,1,105,0,0,0
1088,277.0,c,1,0.0,2,205,0,0,0
1565,277.0,d,1,0.0,2,205,0,0,0
2102,277.0,e,1,0.0,2,205,0,0,0
2679,277.0,f,0,0.0,3,334,0,0,0
3202,277.0,g,1,0.0,3,334,0,0,0
3793,277.0,h,1,0.0,3,334,0,0,0
4489,277.0,i,1,0.0,4,424,0,0,0
5003,277.0,j,1,0.0,4,424,0,0,0
5604,277.0,k,1,0.0,4,424,0,0,0
46,278.0,a,1,0.0,1,105,0,0,0
521,278.0,b,1,0.0,1,105,0,0,0
1085,278.0,c,1,0.0,2,205,0,0,0
1568,278.0,d,1,0.0,2,205,0,0,0
2085,278.0,e,1,0.0,2,205,0,0,0
2696,278.0,f,1,0.0,3,303,0,0,0
3331,278.0,g,0,0.0,3,303,0,0,0
3713,278.0,h,1,0.0,3,303,0,0,0
45,279.0,a,1,0.0,1,105,0,0,0
520,279.0,b,1,0.0,1,105,0,0,0
826,279.0,c,1,3.0,1,105,0,0,0
1473,279.0,d,1,2.0,1,105,0,0,0
1973,279.0,e,1,1.0,1,105,0,0,0
2565,279.0,f,0,0.0,2,204,0,0,0
3088,279.0,g,1,0.0,2,204,0,0,0
3704,279.0,h,1,0.0,2,204,0,0,0
44,280.0,a,1,0.0,1,105,1,0,0
519,280.0,b,1,0.0,1,105,1,0,0
1015,280.0,c,1,0.0,2,203,1,10,1
1520,280.0,d,1,0.0,2,203,1,10,1
2042,280.0,e,1,0.0,2,203,1,0,0
2694,280.0,f,1,0.0,3,303,1,0,0
3247,280.0,g,1,0.0,3,303,1,10,1
3761,280.0,h,1,0.0,3,303,1,0,0
4339,280.0,i,1,3.0,3,304,1,0,0
4845,280.0,j,1,2.0,3,304,1,0,0
5467,280.0,k,1,1.0,3,304,1,0,0
6115,280.0,l,1,0.0,4,403,1,0,0
6658,280.0,m,1,0.0,4,403,1,0,0
7311,280.0,n,0,0.0,4,403,1,0,0
43,281.0,a,1,0.0,1,105,1,0,0
518,281.0,b,1,0.0,1,105,1,0,0
1014,281.0,c,1,0.0,2,203,1,0,0
1555,281.0,d,0,0.0,2,203,1,0,0
2041,281.0,e,1,0.0,2,203,1,0,0
2693,281.0,f,1,0.0,3,303,1,0,0
3248,281.0,g,0,0.0,3,303,1,0,0
3760,281.0,h,1,0.0,3,303,1,0,0
42,282.0,a,1,0.0,1,105,1,0,0
517,282.0,b,0,0.0,1,105,1,0,0
990,282.0,c,0,0.0,2,219,1,0,0
1549,282.0,d,0,0.0,2,219,1,0,0
2060,282.0,e,1,0.0,2,219,1,0,0
2678,282.0,f,1,0.0,3,334,1,0,0
3203,282.0,g,1,0.0,3,334,1,0,0
3792,282.0,h,0,0.0,3,334,1,0,0
41,283.0,a,0,0.0,1,105,1,0,0
516,283.0,b,1,0.0,1,105,1,0,0
1002,283.0,c,1,0.0,2,202,1,0,0
1521,283.0,d,1,0.0,2,202,1,0,0
2075,283.0,e,1,0.0,2,202,1,0,0
2739,283.0,f,1,0.0,3,301,1,0,0
3320,283.0,g,1,0.0,3,301,1,0,0
3814,283.0,h,1,0.0,3,301,1,0,0
4458,283.0,i,1,0.0,4,401,1,0,0
4948,283.0,j,1,0.0,4,401,1,0,0
5542,283.0,k,1,0.0,4,401,1,0,0
40,284.0,a,1,0.0,1,105,1,0,0
515,284.0,b,1,0.0,1,105,1,0,0
1084,284.0,c,1,0.0,2,205,1,0,0
1569,284.0,d,1,0.0,2,205,1,0,0
2086,284.0,e,1,0.0,2,205,1,0,0
2788,284.0,f,1,0.0,3,305,1,0,0
3258,284.0,g,1,0.0,3,305,1,0,0
3742,284.0,h,1,0.0,3,305,1,1,1
4442,284.0,i,1,0.0,4,403,1,0,0
5025,284.0,j,1,0.0,4,403,1,0,0
5639,284.0,k,1,0.0,4,403,1,0,0
39,285.0,a,1,0.0,1,105,1,0,0
514,285.0,b,1,0.0,1,105,1,0,0
978,285.0,c,1,0.0,2,203,1,0,0
1556,285.0,d,1,0.0,2,203,1,0,0
2040,285.0,e,1,0.0,2,203,1,0,0
2802,285.0,f,1,0.0,3,305,1,0,0
3259,285.0,g,1,0.0,3,305,1,0,0
3746,285.0,h,1,0.0,3,305,1,0,0
4384,285.0,i,1,0.0,4,405,1,0,0
4990,285.0,j,1,0.0,4,405,1,0,0
5520,285.0,k,1,0.0,4,405,1,0,0
38,286.0,a,1,0.0,1,105,0,0,0
487,286.0,b,1,0.0,1,105,0,0,0
831,286.0,c,1,3.0,1,105,0,0,0
1468,286.0,d,1,2.0,1,105,0,0,0
1968,286.0,e,1,1.0,1,105,0,0,0
2618,286.0,f,1,0.0,2,204,0,0,0
3128,286.0,g,1,0.0,2,204,0,0,0
3709,286.0,h,1,0.0,2,204,0,0,0
4318,286.0,i,1,0.0,3,334,0,0,0
4860,286.0,j,1,0.0,3,334,0,0,0
5451,286.0,k,1,0.0,3,334,0,0,0
6140,286.0,l,0,0.0,4,424,0,0,0
6649,286.0,m,1,0.0,4,424,0,0,0
7323,286.0,n,1,0.0,4,424,0,0,0
61,287.0,a,1,0.0,1,105,0,0,0
541,287.0,b,1,0.0,1,105,0,0,0
1066,287.0,c,1,0.0,2,204,0,0,0
1617,287.0,d,0,0.0,2,204,0,0,0
2108,287.0,e,1,0.0,2,204,0,100,1
2691,287.0,f,1,0.0,3,303,0,0,0
3250,287.0,g,1,0.0,3,303,0,0,0
3758,287.0,h,1,0.0,3,303,0,0,0
62,288.0,a,1,0.0,1,105,0,0,0
486,288.0,b,0,0.0,1,105,0,0,0
1064,288.0,c,1,0.0,2,204,0,0,0
1615,288.0,d,1,0.0,2,204,0,0,0
2106,288.0,e,1,0.0,2,204,0,100,1
2804,288.0,f,1,0.0,3,305,0,0,0
3260,288.0,g,1,0.0,3,305,0,0,0
3743,288.0,h,1,0.0,3,305,0,0,0
4406,288.0,i,1,0.0,4,404,0,0,0
5032,288.0,j,1,0.0,4,404,0,0,0
5556,288.0,k,1,0.0,4,404,0,0,0
80,289.0,a,0,0.0,1,105,0,0,0
478,289.0,b,1,0.0,1,105,0,100,1
1078,289.0,c,1,0.0,2,205,0,0,0
1583,289.0,d,1,0.0,2,205,0,0,0
2092,289.0,e,1,0.0,2,205,0,0,0
2708,289.0,f,1,0.0,3,304,0,10,1
3254,289.0,g,1,0.0,3,304,0,0,0
3773,289.0,h,1,0.0,3,304,0,0,0
4411,289.0,i,1,0.0,4,404,0,0,0
5078,289.0,j,1,0.0,4,404,0,0,0
5573,289.0,k,1,0.0,4,404,0,0,0
63,290.0,a,1,0.0,1,105,1,0,0
449,290.0,b,1,0.0,1,105,1,0,0
964,290.0,c,1,0.0,2,203,1,0,0
1597,290.0,d,1,0.0,2,203,1,0,0
2034,290.0,e,1,0.0,2,203,1,0,0
2681,290.0,f,1,0.0,3,303,1,0,0
3200,290.0,g,1,0.0,3,303,1,0,0
3795,290.0,h,1,0.0,3,303,1,0,0
4427,290.0,i,1,0.0,4,404,1,0,0
5070,290.0,j,1,0.0,4,404,1,0,0
5594,290.0,k,1,0.0,4,404,1,0,0
21,291.0,a,0,0.0,1,106,1,0,0
496,291.0,b,1,0.0,1,106,1,0,0
1042,291.0,c,1,0.0,2,203,1,0,0
1501,291.0,d,1,0.0,2,203,1,0,0
2023,291.0,e,1,0.0,2,203,1,10,1
2797,291.0,f,1,0.0,3,305,1,0,0
3298,291.0,g,1,0.0,3,305,1,0,0
3732,291.0,h,1,0.0,3,305,1,10,1
4517,291.0,i,1,0.0,4,405,1,0,0
5069,291.0,j,1,0.0,4,405,1,0,0
5593,291.0,k,1,0.0,4,405,1,1000,1
20,292.0,a,1,0.0,1,106,1,0,0
495,292.0,b,1,0.0,1,106,1,0,0
1053,292.0,c,1,0.0,2,205,1,0,0
1587,292.0,d,1,0.0,2,205,1,0,0
2131,292.0,e,1,0.0,2,205,1,0,0
2757,292.0,f,1,0.0,3,303,1,0,0
3238,292.0,g,1,0.0,3,303,1,0,0
3801,292.0,h,1,0.0,3,303,1,0,0
4433,292.0,i,1,0.0,4,404,1,0,0
5048,292.0,j,1,0.0,4,404,1,0,0
5572,292.0,k,1,0.0,4,404,1,0,0
19,293.0,a,1,0.0,1,106,1,0,0
494,293.0,b,1,0.0,1,106,1,0,0
1043,293.0,c,1,0.0,2,203,1,0,0
1502,293.0,d,1,0.0,2,203,1,0,0
2024,293.0,e,1,0.0,2,203,1,0,0
2756,293.0,f,1,0.0,3,303,1,0,0
3251,293.0,g,1,0.0,3,303,1,0,0
3800,293.0,h,1,0.0,3,303,1,0,0
4453,293.0,i,1,0.0,4,404,1,0,0
5047,293.0,j,1,0.0,4,404,1,0,0
5571,293.0,k,1,0.0,4,404,1,0,0
18,294.0,a,1,0.0,1,106,0,0,0
493,294.0,b,1,0.0,1,106,0,0,0
1029,294.0,c,1,0.0,2,203,0,0,0
1518,294.0,d,1,0.0,2,203,0,0,0
2027,294.0,e,1,0.0,2,203,0,0,0
2701,294.0,f,1,0.0,3,344,0,0,0
3278,294.0,g,1,0.0,3,344,0,0,0
3739,294.0,h,1,0.0,3,344,0,0,0
4491,294.0,i,1,0.0,4,424,0,0,0
5005,294.0,j,0,0.0,4,424,0,0,0
5606,294.0,k,1,0.0,4,424,0,0,0
17,295.0,a,0,0.0,1,106,1,0,0
492,295.0,b,1,0.0,1,106,1,0,0
943,295.0,c,1,3.0,1,103,1,0,0
1363,295.0,d,1,2.0,1,103,1,0,0
1914,295.0,e,1,1.0,1,103,1,0,0
2592,295.0,f,1,0.0,2,203,1,0,0
3123,295.0,g,1,0.0,2,203,1,0,0
3626,295.0,h,1,0.0,2,203,1,0,0
16,296.0,a,1,0.0,1,106,0,0,0
491,296.0,b,1,0.0,1,106,0,0,0
1027,296.0,c,1,0.0,2,203,0,0,0
1516,296.0,d,1,0.0,2,203,0,0,0
2029,296.0,e,1,0.0,2,203,0,0,0
2792,296.0,f,1,0.0,3,305,0,100,1
3290,296.0,g,1,0.0,3,305,0,100,1
3740,296.0,h,1,0.0,3,305,0,100,1
4423,296.0,i,1,0.0,4,404,0,100,1
5045,296.0,j,1,0.0,4,404,0,0,0
5569,296.0,k,1,0.0,4,404,0,0,0
15,297.0,a,1,0.0,1,106,0,0,0
490,297.0,b,1,0.0,1,106,0,0,0
1068,297.0,c,1,0.0,2,205,0,0,0
1560,297.0,d,1,0.0,2,205,0,0,0
2125,297.0,e,1,0.0,2,205,0,0,0
2791,297.0,f,1,0.0,3,305,0,0,0
3291,297.0,g,1,0.0,3,305,0,0,0
3727,297.0,h,1,0.0,3,305,0,0,0
4425,297.0,i,1,0.0,4,405,0,0,0
5064,297.0,j,0,0.0,4,405,0,0,0
5599,297.0,k,1,0.0,4,405,0,0,0
14,298.0,a,1,0.0,1,106,0,0,0
489,298.0,b,1,0.0,1,106,0,0,0
968,298.0,c,1,0.0,2,204,0,0,0
1593,298.0,d,1,0.0,2,204,0,100,1
2083,298.0,e,1,0.0,2,204,0,100,1
2556,298.0,f,1,3.0,2,204,0,0,0
3080,298.0,g,1,2.0,2,204,0,0,0
3657,298.0,h,0,1.0,2,204,0,0,0
13,299.0,a,1,0.0,1,106,0,0,0
488,299.0,b,1,0.0,1,106,0,0,0
970,299.0,c,1,0.0,2,204,0,0,0
1590,299.0,d,1,0.0,2,204,0,100,1
2116,299.0,e,1,0.0,2,204,0,0,0
12,300.0,a,1,0.0,1,106,0,0,0
